GEBIET_NAME,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE
Ottenbach,Scheidungen [Anz.],2010,5.0
Ottenbach,Scheidungen [Anz.],2011,2.0
Ottenbach,Scheidungen [Anz.],2012,4.0
Ottenbach,Scheidungen [Anz.],2013,4.0
Ottenbach,Scheidungen [Anz.],2014,5.0
Ottenbach,Scheidungen [Anz.],2015,5.0
Ottenbach,Scheidungen [Anz.],2016,6.0
Ottenbach,Scheidungen [Anz.],2017,1.0
Ottenbach,Scheidungen [Anz.],2018,6.0
Ottenbach,Scheidungen [Anz.],2019,8.0
Ottenbach,Scheidungen [Anz.],2020,3.0
Ottenbach,Scheidungen [Anz.],2021,4.0
Rifferswil,Scheidungen [Anz.],1990,0.0
Rifferswil,Scheidungen [Anz.],1991,0.0
Rifferswil,Scheidungen [Anz.],1992,1.0
Rifferswil,Scheidungen [Anz.],1993,2.0
Rifferswil,Scheidungen [Anz.],1994,2.0
Rifferswil,Scheidungen [Anz.],1995,1.0
Rifferswil,Scheidungen [Anz.],1996,0.0
Rifferswil,Scheidungen [Anz.],1997,0.0
Rifferswil,Scheidungen [Anz.],1998,2.0
Rifferswil,Scheidungen [Anz.],1999,1.0
Rifferswil,Scheidungen [Anz.],2000,0.0
Rifferswil,Scheidungen [Anz.],2001,0.0
Rifferswil,Scheidungen [Anz.],2002,0.0
Rifferswil,Scheidungen [Anz.],2003,3.0
Rifferswil,Scheidungen [Anz.],2004,0.0
Rifferswil,Scheidungen [Anz.],2005,4.0
Rifferswil,Scheidungen [Anz.],2006,2.0
Rifferswil,Scheidungen [Anz.],2007,1.0
Rifferswil,Scheidungen [Anz.],2008,1.0
Rifferswil,Scheidungen [Anz.],2009,6.0
Rifferswil,Scheidungen [Anz.],2010,2.0
Rifferswil,Scheidungen [Anz.],2011,2.0
Rifferswil,Scheidungen [Anz.],2012,0.0
Rifferswil,Scheidungen [Anz.],2013,1.0
Rifferswil,Scheidungen [Anz.],2014,0.0
Rifferswil,Scheidungen [Anz.],2015,3.0
Rifferswil,Scheidungen [Anz.],2016,
Rifferswil,Scheidungen [Anz.],2017,2.0
Rifferswil,Scheidungen [Anz.],2018,1.0
Rifferswil,Scheidungen [Anz.],2019,1.0
Rifferswil,Scheidungen [Anz.],2020,
Rifferswil,Scheidungen [Anz.],2021,3.0
Stallikon,Scheidungen [Anz.],1990,3.0
Stallikon,Scheidungen [Anz.],1991,9.0
Stallikon,Scheidungen [Anz.],1992,9.0
Stallikon,Scheidungen [Anz.],1993,4.0
Stallikon,Scheidungen [Anz.],1994,7.0
Stallikon,Scheidungen [Anz.],1995,6.0
Stallikon,Scheidungen [Anz.],1996,5.0
Stallikon,Scheidungen [Anz.],1997,14.0
Stallikon,Scheidungen [Anz.],1998,9.0
Stallikon,Scheidungen [Anz.],1999,10.0
Stallikon,Scheidungen [Anz.],2000,2.0
Stallikon,Scheidungen [Anz.],2001,4.0
Stallikon,Scheidungen [Anz.],2002,5.0
Stallikon,Scheidungen [Anz.],2003,6.0
Stallikon,Scheidungen [Anz.],2004,7.0
Stallikon,Scheidungen [Anz.],2005,8.0
Stallikon,Scheidungen [Anz.],2006,12.0
Stallikon,Scheidungen [Anz.],2007,3.0
Stallikon,Scheidungen [Anz.],2008,8.0
Stallikon,Scheidungen [Anz.],2009,7.0
Stallikon,Scheidungen [Anz.],2010,9.0
Stallikon,Scheidungen [Anz.],2011,8.0
Stallikon,Scheidungen [Anz.],2012,10.0
Stallikon,Scheidungen [Anz.],2013,9.0
Stallikon,Scheidungen [Anz.],2014,5.0
Stallikon,Scheidungen [Anz.],2015,3.0
Stallikon,Scheidungen [Anz.],2016,10.0
Stallikon,Scheidungen [Anz.],2017,10.0
Stallikon,Scheidungen [Anz.],2018,6.0
Stallikon,Scheidungen [Anz.],2019,3.0
Stallikon,Scheidungen [Anz.],2020,10.0
Stallikon,Scheidungen [Anz.],2021,5.0
Wettswil a.A.,Scheidungen [Anz.],1990,10.0
Wettswil a.A.,Scheidungen [Anz.],1991,11.0
Wettswil a.A.,Scheidungen [Anz.],1992,9.0
Wettswil a.A.,Scheidungen [Anz.],1993,7.0
Wettswil a.A.,Scheidungen [Anz.],1994,9.0
Wettswil a.A.,Scheidungen [Anz.],1995,12.0
Wettswil a.A.,Scheidungen [Anz.],1996,6.0
Wettswil a.A.,Scheidungen [Anz.],1997,5.0
Wettswil a.A.,Scheidungen [Anz.],1998,8.0
Wettswil a.A.,Scheidungen [Anz.],1999,14.0
Wettswil a.A.,Scheidungen [Anz.],2000,3.0
Wettswil a.A.,Scheidungen [Anz.],2001,12.0
Wettswil a.A.,Scheidungen [Anz.],2002,11.0
Wettswil a.A.,Scheidungen [Anz.],2003,8.0
Wettswil a.A.,Scheidungen [Anz.],2004,12.0
Wettswil a.A.,Scheidungen [Anz.],2005,15.0
Wettswil a.A.,Scheidungen [Anz.],2006,8.0
Wettswil a.A.,Scheidungen [Anz.],2007,9.0
Wettswil a.A.,Scheidungen [Anz.],2008,10.0
Wettswil a.A.,Scheidungen [Anz.],2009,11.0
Wettswil a.A.,Scheidungen [Anz.],2010,12.0
Wettswil a.A.,Scheidungen [Anz.],2011,11.0
Wettswil a.A.,Scheidungen [Anz.],2012,6.0
Wettswil a.A.,Scheidungen [Anz.],2013,10.0
Wettswil a.A.,Scheidungen [Anz.],2014,12.0
Wettswil a.A.,Scheidungen [Anz.],2015,8.0
Wettswil a.A.,Scheidungen [Anz.],2016,7.0
Wettswil a.A.,Scheidungen [Anz.],2017,11.0
Wettswil a.A.,Scheidungen [Anz.],2018,12.0
Wettswil a.A.,Scheidungen [Anz.],2019,10.0
Wettswil a.A.,Scheidungen [Anz.],2020,8.0
Wettswil a.A.,Scheidungen [Anz.],2021,12.0
Adlikon,Scheidungen [Anz.],1990,5.0
Adlikon,Scheidungen [Anz.],1991,7.0
Adlikon,Scheidungen [Anz.],1992,8.0
Adlikon,Scheidungen [Anz.],1993,0.0
Adlikon,Scheidungen [Anz.],1994,0.0
Adlikon,Scheidungen [Anz.],1995,1.0
Adlikon,Scheidungen [Anz.],1996,2.0
Adlikon,Scheidungen [Anz.],1997,0.0
Adlikon,Scheidungen [Anz.],1998,15.0
Adlikon,Scheidungen [Anz.],1999,12.0
Adlikon,Scheidungen [Anz.],2000,3.0
Adlikon,Scheidungen [Anz.],2001,11.0
Adlikon,Scheidungen [Anz.],2002,9.0
Adlikon,Scheidungen [Anz.],2003,8.0
Adlikon,Scheidungen [Anz.],2004,10.0
Adlikon,Scheidungen [Anz.],2005,12.0
Adlikon,Scheidungen [Anz.],2006,9.0
Adlikon,Scheidungen [Anz.],2007,3.0
Adlikon,Scheidungen [Anz.],2008,1.0
Adlikon,Scheidungen [Anz.],2009,2.0
Adlikon,Scheidungen [Anz.],2010,0.0
Adlikon,Scheidungen [Anz.],2011,0.0
Adlikon,Scheidungen [Anz.],2012,0.0
Adlikon,Scheidungen [Anz.],2013,3.0
Adlikon,Scheidungen [Anz.],2014,2.0
Adlikon,Scheidungen [Anz.],2015,2.0
Adlikon,Scheidungen [Anz.],2016,2.0
Adlikon,Scheidungen [Anz.],2017,3.0
Adlikon,Scheidungen [Anz.],2018,3.0
Adlikon,Scheidungen [Anz.],2019,2.0
Adlikon,Scheidungen [Anz.],2020,1.0
Adlikon,Scheidungen [Anz.],2021,3.0
Benken,Scheidungen [Anz.],1990,1.0
Benken,Scheidungen [Anz.],1991,1.0
Benken,Scheidungen [Anz.],1992,0.0
Benken,Scheidungen [Anz.],1993,2.0
Benken,Scheidungen [Anz.],1994,1.0
Benken,Scheidungen [Anz.],1995,4.0
Benken,Scheidungen [Anz.],1996,0.0
Benken,Scheidungen [Anz.],1997,4.0
Benken,Scheidungen [Anz.],1998,1.0
Benken,Scheidungen [Anz.],1999,3.0
Benken,Scheidungen [Anz.],2000,1.0
Benken,Scheidungen [Anz.],2001,0.0
Benken,Scheidungen [Anz.],2002,0.0
Benken,Scheidungen [Anz.],2003,0.0
Benken,Scheidungen [Anz.],2004,1.0
Benken,Scheidungen [Anz.],2005,3.0
Benken,Scheidungen [Anz.],2006,1.0
Benken,Scheidungen [Anz.],2007,4.0
Benken,Scheidungen [Anz.],2008,2.0
Benken,Scheidungen [Anz.],2009,0.0
Benken,Scheidungen [Anz.],2010,2.0
Benken,Scheidungen [Anz.],2011,3.0
Benken,Scheidungen [Anz.],2012,1.0
Benken,Scheidungen [Anz.],2013,3.0
Benken,Scheidungen [Anz.],2014,1.0
Benken,Scheidungen [Anz.],2015,0.0
Benken,Scheidungen [Anz.],2016,4.0
Benken,Scheidungen [Anz.],2017,1.0
Benken,Scheidungen [Anz.],2018,
Benken,Scheidungen [Anz.],2019,
Benken,Scheidungen [Anz.],2020,
Benken,Scheidungen [Anz.],2021,3.0
Berg a.I.,Scheidungen [Anz.],1990,0.0
Berg a.I.,Scheidungen [Anz.],1991,0.0
Berg a.I.,Scheidungen [Anz.],1992,1.0
Berg a.I.,Scheidungen [Anz.],1993,2.0
Berg a.I.,Scheidungen [Anz.],1994,0.0
Berg a.I.,Scheidungen [Anz.],1995,2.0
Berg a.I.,Scheidungen [Anz.],1996,3.0
Berg a.I.,Scheidungen [Anz.],1997,0.0
Berg a.I.,Scheidungen [Anz.],1998,1.0
Berg a.I.,Scheidungen [Anz.],1999,2.0
Berg a.I.,Scheidungen [Anz.],2000,0.0
Berg a.I.,Scheidungen [Anz.],2001,1.0
