"Jahr","Kanton","Ehedauer",Scheidungen
"2012","Vaud","Ehedauer - Total",1679
"2012","Valais / Wallis","Ehedauer - Total",694
"2012","Neuchâtel","Ehedauer - Total",492
"2012","Genève","Ehedauer - Total",1209
"2012","Jura","Ehedauer - Total",158
"2013","Schweiz","Ehedauer - Total",17119
"2013","Zürich","Ehedauer - Total",3195
"2013","Bern / Berne","Ehedauer - Total",2162
"2013","Luzern","Ehedauer - Total",671
"2013","Uri","Ehedauer - Total",47
"2013","Schwyz","Ehedauer - Total",275
"2013","Obwalden","Ehedauer - Total",47
"2013","Nidwalden","Ehedauer - Total",72
"2013","Glarus","Ehedauer - Total",69
"2013","Zug","Ehedauer - Total",229
"2013","Fribourg / Freiburg","Ehedauer - Total",617
"2013","Solothurn","Ehedauer - Total",571
"2013","Basel-Stadt","Ehedauer - Total",412
"2013","Basel-Landschaft","Ehedauer - Total",558
"2013","Schaffhausen","Ehedauer - Total",158
"2013","Appenzell Ausserrhoden","Ehedauer - Total",116
"2013","Appenzell Innerrhoden","Ehedauer - Total",24
"2013","St. Gallen","Ehedauer - Total",937
"2013","Graubünden / Grigioni / Grischun","Ehedauer - Total",327
"2013","Aargau","Ehedauer - Total",1222
"2013","Thurgau","Ehedauer - Total",461
"2013","Ticino","Ehedauer - Total",701
"2013","Vaud","Ehedauer - Total",1721
"2013","Valais / Wallis","Ehedauer - Total",632
"2013","Neuchâtel","Ehedauer - Total",505
"2013","Genève","Ehedauer - Total",1223
"2013","Jura","Ehedauer - Total",167
"2014","Schweiz","Ehedauer - Total",16737
"2014","Zürich","Ehedauer - Total",3184
"2014","Bern / Berne","Ehedauer - Total",2055
"2014","Luzern","Ehedauer - Total",665
"2014","Uri","Ehedauer - Total",41
"2014","Schwyz","Ehedauer - Total",279
"2014","Obwalden","Ehedauer - Total",52
"2014","Nidwalden","Ehedauer - Total",82
"2014","Glarus","Ehedauer - Total",70
"2014","Zug","Ehedauer - Total",205
"2014","Fribourg / Freiburg","Ehedauer - Total",626
"2014","Solothurn","Ehedauer - Total",532
"2014","Basel-Stadt","Ehedauer - Total",405
"2014","Basel-Landschaft","Ehedauer - Total",542
"2014","Schaffhausen","Ehedauer - Total",169
"2014","Appenzell Ausserrhoden","Ehedauer - Total",99
"2014","Appenzell Innerrhoden","Ehedauer - Total",27
"2014","St. Gallen","Ehedauer - Total",958
"2014","Graubünden / Grigioni / Grischun","Ehedauer - Total",352
"2014","Aargau","Ehedauer - Total",1239
"2014","Thurgau","Ehedauer - Total",501
"2014","Ticino","Ehedauer - Total",701
"2014","Vaud","Ehedauer - Total",1508
"2014","Valais / Wallis","Ehedauer - Total",653
"2014","Neuchâtel","Ehedauer - Total",468
"2014","Genève","Ehedauer - Total",1165
"2014","Jura","Ehedauer - Total",159
"2015","Schweiz","Ehedauer - Total",16960
"2015","Zürich","Ehedauer - Total",3127
"2015","Bern / Berne","Ehedauer - Total",2087
"2015","Luzern","Ehedauer - Total",656
"2015","Uri","Ehedauer - Total",48
"2015","Schwyz","Ehedauer - Total",294
"2015","Obwalden","Ehedauer - Total",62
"2015","Nidwalden","Ehedauer - Total",73
"2015","Glarus","Ehedauer - Total",80
"2015","Zug","Ehedauer - Total",222
"2015","Fribourg / Freiburg","Ehedauer - Total",597
"2015","Solothurn","Ehedauer - Total",516
"2015","Basel-Stadt","Ehedauer - Total",412
"2015","Basel-Landschaft","Ehedauer - Total",525
"2015","Schaffhausen","Ehedauer - Total",148
"2015","Appenzell Ausserrhoden","Ehedauer - Total",119
"2015","Appenzell Innerrhoden","Ehedauer - Total",15
"2015","St. Gallen","Ehedauer - Total",936
"2015","Graubünden / Grigioni / Grischun","Ehedauer - Total",360
"2015","Aargau","Ehedauer - Total",1301
"2015","Thurgau","Ehedauer - Total",483
"2015","Ticino","Ehedauer - Total",672
"2015","Vaud","Ehedauer - Total",1798
"2015","Valais / Wallis","Ehedauer - Total",694
"2015","Neuchâtel","Ehedauer - Total",436
"2015","Genève","Ehedauer - Total",1144
"2015","Jura","Ehedauer - Total",155
"2016","Schweiz","Ehedauer - Total",17028
"2016","Zürich","Ehedauer - Total",3193
"2016","Bern / Berne","Ehedauer - Total",2084
"2016","Luzern","Ehedauer - Total",634
"2016","Uri","Ehedauer - Total",41
"2016","Schwyz","Ehedauer - Total",260
"2016","Obwalden","Ehedauer - Total",58
"2016","Nidwalden","Ehedauer - Total",61
"2016","Glarus","Ehedauer - Total",80
"2016","Zug","Ehedauer - Total",223
"2016","Fribourg / Freiburg","Ehedauer - Total",638
"2016","Solothurn","Ehedauer - Total",545
"2016","Basel-Stadt","Ehedauer - Total",413
"2016","Basel-Landschaft","Ehedauer - Total",570
"2016","Schaffhausen","Ehedauer - Total",158
"2016","Appenzell Ausserrhoden","Ehedauer - Total",87
"2016","Appenzell Innerrhoden","Ehedauer - Total",17
"2016","St. Gallen","Ehedauer - Total",954
"2016","Graubünden / Grigioni / Grischun","Ehedauer - Total",342
"2016","Aargau","Ehedauer - Total",1294
"2016","Thurgau","Ehedauer - Total",504
"2016","Ticino","Ehedauer - Total",663
"2016","Vaud","Ehedauer - Total",1792
"2016","Valais / Wallis","Ehedauer - Total",680
"2016","Neuchâtel","Ehedauer - Total",449
"2016","Genève","Ehedauer - Total",1126
"2016","Jura","Ehedauer - Total",162
"2017","Schweiz","Ehedauer - Total",15906
"2017","Zürich","Ehedauer - Total",2979
"2017","Bern / Berne","Ehedauer - Total",1950
"2017","Luzern","Ehedauer - Total",634
"2017","Uri","Ehedauer - Total",46
"2017","Schwyz","Ehedauer - Total",291
"2017","Obwalden","Ehedauer - Total",43
"2017","Nidwalden","Ehedauer - Total",65
"2017","Glarus","Ehedauer - Total",57
"2017","Zug","Ehedauer - Total",191
"2017","Fribourg / Freiburg","Ehedauer - Total",595
"2017","Solothurn","Ehedauer - Total",485
"2017","Basel-Stadt","Ehedauer - Total",348
"2017","Basel-Landschaft","Ehedauer - Total",492
"2017","Schaffhausen","Ehedauer - Total",144
"2017","Appenzell Ausserrhoden","Ehedauer - Total",91
"2017","Appenzell Innerrhoden","Ehedauer - Total",19
"2017","St. Gallen","Ehedauer - Total",907
"2017","Graubünden / Grigioni / Grischun","Ehedauer - Total",306
"2017","Aargau","Ehedauer - Total",1196
"2017","Thurgau","Ehedauer - Total",475
"2017","Ticino","Ehedauer - Total",648
"2017","Vaud","Ehedauer - Total",1606
"2017","Valais / Wallis","Ehedauer - Total",653
"2017","Neuchâtel","Ehedauer - Total",358
"2017","Genève","Ehedauer - Total",1148
"2017","Jura","Ehedauer - Total",179
"2018","Schweiz","Ehedauer - Total",16542
"2018","Zürich","Ehedauer - Total",3046
"2018","Bern / Berne","Ehedauer - Total",1913
"2018","Luzern","Ehedauer - Total",703
"2018","Uri","Ehedauer - Total",40
"2018","Schwyz","Ehedauer - Total",272
"2018","Obwalden","Ehedauer - Total",43
"2018","Nidwalden","Ehedauer - Total",79
"2018","Glarus","Ehedauer - Total",66
"2018","Zug","Ehedauer - Total",236
"2018","Fribourg / Freiburg","Ehedauer - Total",594
"2018","Solothurn","Ehedauer - Total",576
"2018","Basel-Stadt","Ehedauer - Total",361
"2018","Basel-Landschaft","Ehedauer - Total",591
"2018","Schaffhausen","Ehedauer - Total",132
"2018","Appenzell Ausserrhoden","Ehedauer - Total",109
"2018","Appenzell Innerrhoden","Ehedauer - Total",25
"2018","St. Gallen","Ehedauer - Total",912
"2018","Graubünden / Grigioni / Grischun","Ehedauer - Total",341
"2018","Aargau","Ehedauer - Total",1268
"2018","Thurgau","Ehedauer - Total",487
"2018","Ticino","Ehedauer - Total",680
"2018","Vaud","Ehedauer - Total",1566
"2018","Valais / Wallis","Ehedauer - Total",713
"2018","Neuchâtel","Ehedauer - Total",410
"2018","Genève","Ehedauer - Total",1208
"2018","Jura","Ehedauer - Total",171
"2019","Schweiz","Ehedauer - Total",16885
"2019","Zürich","Ehedauer - Total",3100
"2019","Bern / Berne","Ehedauer - Total",1935
"2019","Luzern","Ehedauer - Total",671
"2019","Uri","Ehedauer - Total",47
"2019","Schwyz","Ehedauer - Total",307
"2019","Obwalden","Ehedauer - Total",54
"2019","Nidwalden","Ehedauer - Total",89
"2019","Glarus","Ehedauer - Total",58
"2019","Zug","Ehedauer - Total",244
"2019","Fribourg / Freiburg","Ehedauer - Total",626
"2019","Solothurn","Ehedauer - Total",486
"2019","Basel-Stadt","Ehedauer - Total",394
"2019","Basel-Landschaft","Ehedauer - Total",512
"2019","Schaffhausen","Ehedauer - Total",163
"2019","Appenzell Ausserrhoden","Ehedauer - Total",111
"2019","Appenzell Innerrhoden","Ehedauer - Total",16
"2019","St. Gallen","Ehedauer - Total",976
"2019","Graubünden / Grigioni / Grischun","Ehedauer - Total",342
"2019","Aargau","Ehedauer - Total",1391
"2019","Thurgau","Ehedauer - Total",527
"2019","Ticino","Ehedauer - Total",723
"2019","Vaud","Ehedauer - Total",1708
"2019","Valais / Wallis","Ehedauer - Total",711
"2019","Neuchâtel","Ehedauer - Total",392
"2019","Genève","Ehedauer - Total",1132
"2019","Jura","Ehedauer - Total",170
"2020","Schweiz","Ehedauer - Total",16210
"2020","Zürich","Ehedauer - Total",2823
"2020","Bern / Berne","Ehedauer - Total",2015
"2020","Luzern","Ehedauer - Total",723
"2020","Uri","Ehedauer - Total",48
"2020","Schwyz","Ehedauer - Total",314
"2020","Obwalden","Ehedauer - Total",58
"2020","Nidwalden","Ehedauer - Total",62
"2020","Glarus","Ehedauer - Total",62
"2020","Zug","Ehedauer - Total",218
"2020","Fribourg / Freiburg","Ehedauer - Total",599
"2020","Solothurn","Ehedauer - Total",496
"2020","Basel-Stadt","Ehedauer - Total",378
"2020","Basel-Landschaft","Ehedauer - Total",552
"2020","Schaffhausen","Ehedauer - Total",151
"2020","Appenzell Ausserrhoden","Ehedauer - Total",102
"2020","Appenzell Innerrhoden","Ehedauer - Total",32
"2020","St. Gallen","Ehedauer - Total",927
"2020","Graubünden / Grigioni / Grischun","Ehedauer - Total",327
"2020","Aargau","Ehedauer - Total",1205
"2020","Thurgau","Ehedauer - Total",497
"2020","Ticino","Ehedauer - Total",687
"2020","Vaud","Ehedauer - Total",1590
"2020","Valais / Wallis","Ehedauer - Total",704
"2020","Neuchâtel","Ehedauer - Total",375
"2020","Genève","Ehedauer - Total",1086
"2020","Jura","Ehedauer - Total",179
"2021","Schweiz","Ehedauer - Total",17159
"2021","Zürich","Ehedauer - Total",3053
"2021","Bern / Berne","Ehedauer - Total",1962
"2021","Luzern","Ehedauer - Total",740
"2021","Uri","Ehedauer - Total",59
"2021","Schwyz","Ehedauer - Total",312
"2021","Obwalden","Ehedauer - Total",66
"2021","Nidwalden","Ehedauer - Total",76
"2021","Glarus","Ehedauer - Total",70
"2021","Zug","Ehedauer - Total",223
"2021","Fribourg / Freiburg","Ehedauer - Total",719
"2021","Solothurn","Ehedauer - Total",545
"2021","Basel-Stadt","Ehedauer - Total",358
"2021","Basel-Landschaft","Ehedauer - Total",520
"2021","Schaffhausen","Ehedauer - Total",159
"2021","Appenzell Ausserrhoden","Ehedauer - Total",91
"2021","Appenzell Innerrhoden","Ehedauer - Total",28
"2021","St. Gallen","Ehedauer - Total",921
"2021","Graubünden / Grigioni / Grischun","Ehedauer - Total",329
"2021","Aargau","Ehedauer - Total",1482
"2021","Thurgau","Ehedauer - Total",523
"2021","Ticino","Ehedauer - Total",705
"2021","Vaud","Ehedauer - Total",1624
"2021","Valais / Wallis","Ehedauer - Total",710
"2021","Neuchâtel","Ehedauer - Total",435
"2021","Genève","Ehedauer - Total",1272
"2021","Jura","Ehedauer - Total",177
