,Place,Year,Population,Divorces,Divorces p1k,Ø Taxable assets of natural persons [CHF 1k],Unemployed persons,Unemployed persons p1k,% SVP voters,Number of cattle,Number of cattle p1k,Bezügerquote,Birthrate,Church tax (millions),Church tax (millions) p1k,Number of kindergardeners p1k,Number of primary schoolers,Number of primary schoolers p1k,Number of secondary educationers,Number of secondary educationers p1k
213,Hausen a.A.,1995,2984,10.0,3.351206434316354,272.0,24.3,0.20807644882860665,33.0,,,,14.7,0.6,0.05849093390524469,25.7,243.0,0.024552894816611093,,
214,Hausen a.A.,1996,3033,6.0,1.9782393669634024,239.0,39.8,0.33511838604290856,,1517.0,252.79120146642225,,16.4,0.5,0.04938759383642829,30.5,241.0,0.024015944195316392,,
215,Hausen a.A.,1997,3023,11.0,3.6387694343367514,253.0,49.7,0.4127221391795383,,,,,10.6,0.5,0.04934372841211882,31.0,246.0,0.024293896899071698,,
216,Hausen a.A.,1998,3040,12.0,3.947368421052632,459.0,38.3,0.3151952070577391,,,,,15.2,0.6,0.058559437829396835,26.8,264.0,0.025736010918307663,,
217,Hausen a.A.,1999,3069,5.0,1.6291951775822744,272.0,22.7,0.18440891661792425,39.6,,,,10.5,0.6,0.057836899942163095,19.4,255.0,0.025187672856578427,,
218,Hausen a.A.,2000,3036,5.0,1.6469038208168643,275.0,12.5,0.10289082049255895,,1353.0,214.65968586387436,,9.8,0.7,0.0658451697864735,21.5,240.0,0.023684989637817032,,
219,Hausen a.A.,2001,3101,7.0,2.257336343115124,279.0,14.3,0.11760255271554987,,,,,8.9,0.6,0.056048575432041094,25.7,246.0,0.024009369510052704,107.0,0.019925512104283054
220,Hausen a.A.,2002,3110,6.0,1.9292604501607717,280.0,20.8,0.1691717092849242,,,,,8.1,0.7,0.06327397631745457,24.8,249.0,0.024002313475997687,111.0,0.01929428124456805
221,Hausen a.A.,2003,3095,4.0,1.2924071082390953,260.0,36.9,0.2964141122035859,38.1,,,,8.4,0.6,0.05385996409335727,26.0,255.0,0.02398645470792964,110.0,0.018330278286952176
222,Hausen a.A.,2004,3138,7.0,2.2307202039515617,271.0,45.0,0.3527419809989653,,,,,10.0,0.6,0.05326231691078562,24.2,240.0,0.022419430172816442,103.0,0.016341424718388068
223,Hausen a.A.,2005,3203,11.0,3.4342803621604743,271.0,43.0,0.33473454771913436,,1307.0,199.87765713411838,,10.8,0.6,0.05290072297654734,23.3,237.0,0.021422760553195336,119.0,0.01819850129989295
224,Hausen a.A.,2006,3252,11.0,3.3825338253382538,265.0,35.0,0.2636415679893941,,,,,10.3,0.5,0.043327556325823226,22.5,238.0,0.021364452423698384,120.0,0.018018018018018018
225,Hausen a.A.,2007,3235,10.0,3.0911901081916535,271.0,21.0,0.1570915619389587,39.3,1134.0,170.2702702702703,,9.5,0.6,0.051303976058144504,23.1,239.0,0.021216156236129605,100.0,0.014398848092152628
226,Hausen a.A.,2008,3252,8.0,2.4600246002460024,278.0,22.0,0.1627459683385116,,1359.0,195.6803455723542,,10.5,0.7,0.05898213683855746,23.8,236.0,0.020807617704108623,96.0,0.013720165785336573
227,Hausen a.A.,2009,3306,4.0,1.209921355111918,285.0,29.0,0.21307235643331568,,1382.0,197.51321995140773,,6.8,0.7,0.05794701986754966,23.1,233.0,0.020190641247833624,97.0,0.013173977998098602
228,Hausen a.A.,2010,3362,6.0,1.784651992861392,278.0,37.0,0.26718659734257655,,1416.0,192.3129159310064,2.7,8.8,0.7,0.05737234652897303,21.8,233.0,0.019923044035912784,111.0,0.01515358361774744
229,Hausen a.A.,2011,3362,7.0,2.082093991671624,300.0,30.0,0.21376656690893545,33.5,1397.0,190.71672354948805,2.8,8.9,0.7,0.05686895767324721,25.3,239.0,0.02013818672059319,98.0,0.012893040389422444
230,Hausen a.A.,2012,3372,5.0,1.4827995255041517,308.0,41.0,0.2878890012358162,,1434.0,188.6593869227733,2.7,7.1,0.7,0.05716152212967499,27.7,239.0,0.01978476821192053,102.0,0.01327779224160375
231,Hausen a.A.,2013,3416,5.0,1.4637002341920375,315.0,42.0,0.2897350993377483,,1368.0,178.0786253579797,3.0,8.9,0.7,0.05664346981712251,25.2,252.0,0.020654044750430294,103.0,0.013183156277998207
232,Hausen a.A.,2014,3469,9.0,2.5944076102623232,331.0,33.0,0.22539136136382265,,1403.0,179.57250735952897,3.4,9.7,0.7,0.5737704918032787,24.6,249.0,0.020229100658055083,101.0,0.013169904811579085
233,Hausen a.A.,2015,3476,8.0,2.3014959723820483,338.0,36.0,0.24372410431391667,34.9,1412.0,184.1178771678185,3.5,8.6,0.9,0.7036747458952306,23.9,243.0,0.019843214110730034,106.0,0.01399524689728017
234,Hausen a.A.,2016,3556,7.0,1.968503937007874,354.0,41.5,0.28240513909303716,,1385.0,182.86242408238712,,7.8,0.9,0.6666666666666666,21.6,258.0,0.02087716458973944,107.0,0.014119820533122196
235,Hausen a.A.,2017,3646,5.0,1.3713658804168953,402.0,48.8,0.3290715865566165,,1405.0,185.405120084455,,7.6,0.9,0.6521739130434783,21.4,270.0,0.22131147540983606,99.0,0.012850467289719626
236,Hausen a.A.,2018,3693,8.0,2.166260492824262,349.0,38.6,2.6366120218579234,,1425.0,184.96884735202494,,8.2,1.0,0.7390983000739099,21.9,262.0,0.20484753713838938,96.0,0.012361576100952872
237,Hausen a.A.,2019,3749,6.0,1.6004267804747934,385.0,27.6,1.7982799061767007,33.2,1450.0,186.71130569147567,,8.7,1.0,0.7042253521126761,24.1,267.0,0.19777777777777777,102.0,0.013073570879261727
238,Hausen a.A.,2020,3797,7.0,1.8435607058203844,409.0,44.9,2.771604938271605,,1401.0,179.5693411945655,,7.2,1.0,0.6544502617801048,24.5,271.0,0.1963768115942029,109.0,0.013652304609218437
239,Hausen a.A.,2021,3850,9.0,2.3376623376623376,455.0,37.8,2.282608695652174,,1380.0,172.84569138276555,,8.2,1.4,0.8821676118462507,,,,,
240,Hedingen,1962,1859,,,,,,,,,,,,,,,,,
241,Hedingen,1963,1865,,,,,,,,,,,,,,,,,
242,Hedingen,1964,1864,,,,,,,,,,,,,,,,,
243,Hedingen,1965,1842,,,,,,,,,,,,,,,,,
244,Hedingen,1966,1836,,,,,,,,,,,,,,,,,
245,Hedingen,1967,1899,,,,,,,,,,,,,,,,,
246,Hedingen,1968,1880,,,,,,,,,,,,,,,,,
247,Hedingen,1969,1883,,,,,,,,,,,,,,,,,
248,Hedingen,1970,1880,,,,,,,,,,,,,,,,,
249,Hedingen,1971,1850,,,,,,,,,,,,,,,,,
250,Hedingen,1972,1839,,,,,,,,,,,,,,,,,
251,Hedingen,1973,1878,,,,,,,,,,,,,,,,,
252,Hedingen,1974,1890,,,,,,,,,,,,,,,,,
253,Hedingen,1975,1789,,,,,,,,,,,,,,,,,
254,Hedingen,1976,1853,,,,,,,,,,,,,,,,,
255,Hedingen,1977,1851,,,,,,,,,,,,,,,,,
256,Hedingen,1978,1892,,,,,,,,,,,,,,,,,
257,Hedingen,1979,1939,,,,,,,,,,,,,,,,,
258,Hedingen,1980,1954,,,,,,,,,,,,,,,,,
259,Hedingen,1981,2028,,,,,,,,,,,,,,,,,
260,Hedingen,1982,2041,,,,,,,,,,,,,,,,,
261,Hedingen,1983,1994,,,,,,,,,,,,,,,,,
262,Hedingen,1984,1993,,,,,,,,,,,,,,,,,
263,Hedingen,1985,2021,,,,,,,476.0,58.969276511397425,,,,,,,,,
264,Hedingen,1986,2017,,,,,,,,,,,,,,,,,
265,Hedingen,1987,2106,,,,,,,,,,,,,,,,,
266,Hedingen,1988,2124,,,,,,,,,,,,,,,,,
267,Hedingen,1989,2168,,,,,,,,,,,,,,,,,
268,Hedingen,1990,2187,5.0,2.286236854138089,207.0,,,,415.0,50.3518563455472,,13.4,0.5,0.2930832356389214,27.2,173.0,0.1278640059127864,,
269,Hedingen,1991,2225,2.0,0.8988764044943821,196.0,8.3,0.511209657551121,32.9,,,,12.8,0.5,0.29886431560071725,23.8,184.0,0.1295774647887324,,
270,Hedingen,1992,2415,7.0,2.898550724637681,208.0,18.4,1.0798122065727698,,,,,12.1,0.5,0.29481132075471694,33.3,183.0,0.11976439790575916,,
271,Hedingen,1993,2480,5.0,2.0161290322580645,287.0,34.1,1.8597294938917976,,,,,18.1,0.6,0.3558718861209964,30.6,194.0,0.12224322621298046,,
272,Hedingen,1994,2653,7.0,2.638522427440633,284.0,34.1,1.7905902121403068,,,,,17.7,0.6,0.3627569528415961,27.0,208.0,0.12192262602579132,,
273,Hedingen,1995,2706,7.0,2.5868440502586845,276.0,33.6,1.64126611957796,31.1,,,,12.8,0.7,0.4315659679408138,26.4,221.0,0.13209802749551702,,
274,Hedingen,1996,2797,8.0,2.8602073650339648,256.0,40.4,2.012353058378163,,329.0,39.26951539746956,,15.5,0.6,0.37688442211055273,28.8,233.0,0.13738207547169812,,
275,Hedingen,1997,2817,7.0,2.4849130280440184,275.0,51.8,2.545204402515723,,,,,10.0,0.6,0.3747657713928794,30.4,230.0,0.13641755634638197,,
276,Hedingen,1998,2916,4.0,1.371742112482853,276.0,39.7,1.9622380387504945,,,,,12.1,0.7,0.3975014196479273,36.6,256.0,0.154776299879081,,
277,Hedingen,1999,2982,5.0,1.676727028839705,295.0,27.8,1.4006449012494961,34.8,,,,13.7,0.7,0.3721424774056353,37.7,256.0,0.15782983970406905,,
278,Hedingen,2000,2986,6.0,2.0093770931011385,340.0,16.4,0.8425811755034937,,263.0,31.335636840223994,,11.4,0.7,0.32786885245901637,28.8,279.0,0.17525125628140703,,
279,Hedingen,2001,3070,3.0,0.9771986970684039,331.0,21.3,1.1149497487437185,,,,,13.4,0.6,0.25597269624573377,28.5,287.0,0.17926296064959402,118.0,0.014618434093161546
280,Hedingen,2002,3073,5.0,1.6270745200130166,293.0,39.8,2.0716219029773058,,,,,9.4,0.7,0.28180354267310787,24.8,291.0,0.16524701873935263,112.0,0.013588934724581413
281,Hedingen,2003,3059,7.0,2.288329519450801,276.0,53.2,2.5175089911035395,32.0,,,,9.4,0.6,0.23148148148148145,23.1,278.0,0.14779372674109517,111.0,0.01324898543805204
282,Hedingen,2004,3107,6.0,1.9311232700354037,289.0,50.0,2.2151337940811624,,,,,13.7,0.8,0.3087610961018912,27.5,259.0,0.12131147540983607,110.0,0.01310615989515072
283,Hedingen,2005,3182,8.0,2.51414204902577,296.0,49.0,1.9125683060109289,,301.0,35.63817191569974,,10.3,0.7,0.2729044834307992,23.5,271.0,0.11561433447098976,115.0,0.013615912858157707
284,Hedingen,2006,3300,10.0,3.0303030303030303,314.0,41.0,1.457622298065984,,,,,13.2,0.7,0.2721617418351477,24.8,250.0,0.10064412238325282,124.0,0.014458955223880597
285,Hedingen,2007,3318,11.0,3.315250150693189,328.0,27.0,0.9057971014492754,34.0,293.0,34.16511194029851,,10.3,0.9,0.34951456310679613,27.9,241.0,0.09297839506172839,121.0,0.013898460831610384
286,Hedingen,2008,3399,5.0,1.4710208884966167,325.0,32.0,1.02880658436214,,294.0,33.769813921433496,,9.3,1.1,0.4268529297632907,28.6,248.0,0.09571593979158625,116.0,0.012962342161135322
287,Hedingen,2009,3404,5.0,1.4688601645123385,333.0,39.0,1.254341952913933,,300.0,33.523298692591354,,8.2,1.1,0.4225893200153669,28.2,245.0,0.09551656920077972,92.0,0.010088825529115034
288,Hedingen,2010,3408,6.0,1.7605633802816902,328.0,48.0,1.5594541910331383,,301.0,33.008005263735065,2.7,7.3,1.2,0.4382761139517896,28.2,273.0,0.10614307931570761,94.0,0.010209623112848919
289,Hedingen,2011,3464,7.0,2.020785219399538,352.0,39.0,1.2636080870917574,31.4,332.0,36.059519930487674,2.7,9.4,1.0,0.3669724770642202,26.1,261.0,0.10135922330097087,96.0,0.010307064633884476
290,Hedingen,2012,3506,6.0,1.7113519680547633,370.0,43.0,1.3915857605177993,,305.0,32.7464032639038,2.6,8.7,1.1,0.3907637655417407,22.2,283.0,0.10981761738455569,95.0,0.010302570220149658
291,Hedingen,2013,3585,5.0,1.3947001394700138,364.0,45.0,1.4551804423748544,,312.0,33.835809565123085,3.9,11.1,0.8,0.2642007926023778,20.5,281.0,0.107952362658471,97.0,0.010484219628188499
292,Hedingen,2014,3645,11.0,3.017832647462277,353.0,46.0,1.4726597515687028,,316.0,34.15477734543882,4.1,8.6,0.8,0.24875621890547267,18.7,277.0,0.10116873630387144,101.0,0.010810232259445574
293,Hedingen,2015,3655,13.0,3.556771545827633,325.0,45.0,1.3696128560993426,30.1,321.0,34.35727282457455,4.1,8.0,0.9,0.2631578947368421,21.7,272.0,0.09981651376146788,100.0,0.010624734381640459
294,Hedingen,2016,3667,5.0,1.3635124079629124,390.0,51.2,1.5657492354740061,,309.0,32.830429239269016,,7.4,0.9,0.25210084033613445,22.7,251.0,0.0891651865008881,116.0,0.012256973795435333
295,Hedingen,2017,3678,7.0,1.9032082653616096,435.0,48.8,1.4446417998815866,,306.0,32.333051563820796,,8.5,1.0,0.27693159789531985,24.3,247.0,0.08157199471598414,96.0,0.01007979840403192
296,Hedingen,2018,3729,7.0,1.8771788683293107,424.0,35.0,0.9632320563628358,,320.0,33.59932801343973,,9.5,0.9,0.2420656266810113,25.0,242.0,0.07524875621890548,99.0,0.010172626387176326
297,Hedingen,2019,3775,8.0,2.119205298013245,435.0,25.8,0.6685323383084577,26.6,319.0,32.778462803123716,,7.5,1.0,0.2669514148424986,22.5,247.0,0.07222222222222222,103.0,0.010407194099221986
298,Hedingen,2020,3793,7.0,1.8455048774057474,417.0,37.2,0.9064327485380118,,320.0,32.33303021117511,,5.8,1.1,0.28571428571428575,19.9,257.0,0.07198879551820728,96.0,0.009566517189835576
299,Hedingen,2021,3777,7.0,1.8533227429176595,487.0,38.4,0.896358543417367,,325.0,32.38664673642252,,7.1,1.2,0.30226700251889166,,,,,
300,Kappel a.A.,1962,670,,,,,,,,,,,,,,,,,
301,Kappel a.A.,1963,682,,,,,,,,,,,,,,,,,
302,Kappel a.A.,1964,530,,,,,,,,,,,,,,,,,
303,Kappel a.A.,1965,534,,,,,,,,,,,,,,,,,
304,Kappel a.A.,1966,545,,,,,,,,,,,,,,,,,
305,Kappel a.A.,1967,555,,,,,,,,,,,,,,,,,
306,Kappel a.A.,1968,569,,,,,,,,,,,,,,,,,
307,Kappel a.A.,1969,582,,,,,,,,,,,,,,,,,
308,Kappel a.A.,1970,636,,,,,,,,,,,,,,,,,
309,Kappel a.A.,1971,555,,,,,,,,,,,,,,,,,
310,Kappel a.A.,1972,533,,,,,,,,,,,,,,,,,
311,Kappel a.A.,1973,552,,,,,,,,,,,,,,,,,
312,Kappel a.A.,1974,545,,,,,,,,,,,,,,,,,
313,Kappel a.A.,1975,559,,,,,,,,,,,,,,,,,
314,Kappel a.A.,1976,550,,,,,,,,,,,,,,,,,
315,Kappel a.A.,1977,537,,,,,,,,,,,,,,,,,
316,Kappel a.A.,1978,544,,,,,,,,,,,,,,,,,
317,Kappel a.A.,1979,556,,,,,,,,,,,,,,,,,
318,Kappel a.A.,1980,579,,,,,,,,,,,,,,,,,
319,Kappel a.A.,1981,590,,,,,,,,,,,,,,,,,
320,Kappel a.A.,1982,594,,,,,,,,,,,,,,,,,
321,Kappel a.A.,1983,607,,,,,,,,,,,,,,,,,
322,Kappel a.A.,1984,615,,,,,,,,,,,,,,,,,
323,Kappel a.A.,1985,641,,,,,,,1159.0,114.4578313253012,,,,,,,,,
324,Kappel a.A.,1986,658,,,,,,,,,,,,,,,,,
325,Kappel a.A.,1987,668,,,,,,,,,,,,,,,,,
326,Kappel a.A.,1988,676,,,,,,,,,,,,,,,,,
327,Kappel a.A.,1989,707,,,,,,,,,,,,,,,,,
328,Kappel a.A.,1990,729,0.0,0.0,290.0,,,,1202.0,117.17683759017353,,15.6,0.1,0.02446782481037436,33.9,66.0,0.01827748546109111,,
329,Kappel a.A.,1991,771,0.0,0.0,208.0,0.8,0.018462106526354657,42.5,,,,13.7,0.1,0.024009603841536616,49.4,72.0,0.019365250134480903,,
330,Kappel a.A.,1992,772,2.0,2.5906735751295336,200.0,1.6,0.03586157432311279,,,,,16.9,0.1,0.02310536044362292,41.5,83.0,0.02215696743192739,,
331,Kappel a.A.,1993,817,0.0,0.0,392.0,0.9,0.020021356113187398,,,,,11.0,0.2,0.04476275738585497,32.4,82.0,0.0212987012987013,,
332,Kappel a.A.,1994,828,2.0,2.4154589371980677,391.0,3.6,0.07792207792207792,,,,,17.1,0.2,0.04348771472059144,25.7,81.0,0.020403022670025188,,
333,Kappel a.A.,1995,844,1.0,1.1848341232227488,360.0,3.6,0.07556675062972291,51.6,,,,19.3,0.2,0.04171881518564873,29.0,79.0,0.019329581600195742,,
334,Kappel a.A.,1996,857,3.0,3.500583430571762,320.0,4.9,0.09991028464236196,,1090.0,107.66495456341367,,7.1,0.2,0.03996003996003996,30.8,70.0,0.01680672268907563,,
335,Kappel a.A.,1997,851,0.0,0.0,314.0,7.4,0.1480592236894758,,,,,15.2,0.2,0.039100684261974585,21.0,70.0,0.016173752310536044,,
336,Kappel a.A.,1998,856,1.0,1.1682242990654206,319.0,5.3,0.10204867529266791,,,,,11.8,0.2,0.03872966692486445,20.0,64.0,0.01432408236347359,,
337,Kappel a.A.,1999,870,3.0,3.4482758620689653,337.0,3.4,0.06341390629662787,54.8,,,,12.9,0.2,0.03871467286101432,26.9,58.0,0.012611437268971515,,
338,Kappel a.A.,2000,866,2.0,2.3094688221709005,332.0,5.3,0.09603537000797274,,1159.0,114.37876245929142,,6.9,0.2,0.038528221922558274,25.3,56.0,0.011681268251981644,,
339,Kappel a.A.,2001,878,0.0,0.0,306.0,4.1,0.07126964260881657,,,,,19.6,0.2,0.03806623524933384,19.6,67.0,0.013386613386613387,31.0,0.00306142603199684
340,Kappel a.A.,2002,875,1.0,1.142857142857143,303.0,5.6,0.09324009324009325,,,,,11.4,0.2,0.03788596325061565,19.4,69.0,0.013489736070381233,21.0,0.002047182686683564
341,Kappel a.A.,2003,891,1.0,1.122334455667789,296.0,8.7,0.14173998044965785,52.9,,,,17.1,0.2,0.03757985719654266,24.0,64.0,0.012393493415956624,26.0,0.002568154879494271
342,Kappel a.A.,2004,862,1.0,1.160092807424594,323.0,8.0,0.12909888974954817,,,,,12.3,0.2,0.03688675765400221,30.3,61.0,0.011807975222609369,35.0,0.0034540609888483176
343,Kappel a.A.,2005,846,1.0,1.1820330969267139,340.0,11.0,0.17744225061298233,,1129.0,110.18934218231504,,4.6,0.3,0.05463485703879074,23.2,64.0,0.012329031015218648,35.0,0.0034159672067148156
344,Kappel a.A.,2006,856,2.0,2.336448598130841,336.0,8.0,0.1284274064085276,,,,,15.4,0.3,0.05416140097490522,36.6,55.0,0.010468214693566806,29.0,0.0027954501638712166
345,Kappel a.A.,2007,846,3.0,3.5460992907801416,364.0,6.0,0.0951655881233346,54.7,1027.0,98.99749373433583,,7.0,0.3,0.05380200860832138,33.9,50.0,0.009471490812653912,18.0,0.0016931615087950333
346,Kappel a.A.,2008,862,3.0,3.480278422273782,403.0,3.0,0.047357454063269556,,1008.0,94.81704449252187,,15.4,0.2,0.035650623885918005,31.9,51.0,0.009582863585118376,27.0,0.0025221858944418497
347,Kappel a.A.,2009,882,1.0,1.1337868480725624,359.0,4.0,0.0626330953275711,,1020.0,95.28257823446988,,10.4,0.2,0.03551136363636364,39.4,56.0,0.010328292143120619,26.0,0.0023501762632197414
348,Kappel a.A.,2010,918,3.0,3.2679738562091503,375.0,6.0,0.09221689413500551,,1079.0,97.53231492361927,1.4,13.6,0.2,0.1142857142857143,27.2,69.0,0.012566017118921873,27.0,0.0024236983842010774
349,Kappel a.A.,2011,952,0.0,0.0,430.0,9.0,0.13658714259697688,46.6,1090.0,97.84560143626571,1.2,15.3,0.3,0.17045454545454544,29.4,65.0,0.011734970211229464,31.0,0.0027518863737239236
350,Kappel a.A.,2012,922,2.0,2.1691973969631237,427.0,5.0,0.07522416802070168,,1004.0,89.12561029738127,1.2,8.4,0.2,0.10810810810810811,23.1,67.0,0.012015781922525108,25.0,0.002204196790689473
351,Kappel a.A.,2013,955,2.0,2.0942408376963355,461.0,6.0,0.08967001434720229,,1012.0,89.22588608710986,1.5,9.8,0.2,0.10454783063251438,32.5,72.0,0.012834224598930482,28.0,0.0024263431542461003
352,Kappel a.A.,2014,1014,4.0,3.9447731755424065,474.0,9.0,0.13368983957219252,,1048.0,90.81455805892548,1.7,7.3,0.2,0.10443864229765012,30.4,75.0,0.013316761363636364,23.0,0.001966652415562206
353,Kappel a.A.,2015,1029,3.0,2.9154518950437316,450.0,11.0,0.16276041666666666,48.6,1020.0,87.21675929884566,2.6,13.8,0.2,0.10638297872340427,26.6,76.0,0.04342857142857143,32.0,0.002696326255476913
354,Kappel a.A.,2016,1110,2.0,1.8018018018018018,431.0,11.8,0.5619047619047619,,1043.0,87.88338388945061,,19.4,0.2,0.10598834128245893,33.0,81.0,0.04602272727272727,25.0,0.0020695364238410598
355,Kappel a.A.,2017,1124,2.0,1.779359430604982,422.0,8.3,0.39299242424242425,,1047.0,86.67218543046359,,9.0,0.2,0.10582010582010583,34.2,85.0,0.04594594594594595,26.0,0.0021309728710761414
356,Kappel a.A.,2018,1158,4.0,3.454231433506045,407.0,6.2,0.27927927927927926,,1046.0,85.730677813294,,10.7,0.2,0.10845986984815618,34.7,89.0,0.0465237846314689,25.0,0.002031034202615972
357,Kappel a.A.,2019,1221,,,386.0,8.0,0.34849276877504787,43.6,1046.0,84.97847103745228,,10.4,0.3,0.16216216216216214,30.2,95.0,0.04960835509138381,25.0,0.0020414829332026786
358,Kappel a.A.,2020,1244,2.0,1.607717041800643,389.0,17.8,0.774586597040905,,999.0,81.57765801077903,,10.6,0.3,0.15772870662460567,26.2,109.0,0.05797872340425532,25.0,0.0020229810648972326
359,Kappel a.A.,2021,1287,1.0,0.777000777000777,444.0,16.3,0.7225177304964538,,993.0,80.35280789771808,,8.8,0.3,0.1545595054095827,,,,,
360,Knonau,1962,750,,,,,,,,,,,,,,,,,
361,Knonau,1963,750,,,,,,,,,,,,,,,,,
362,Knonau,1964,774,,,,,,,,,,,,,,,,,
363,Knonau,1965,776,,,,,,,,,,,,,,,,,
364,Knonau,1966,792,,,,,,,,,,,,,,,,,
365,Knonau,1967,802,,,,,,,,,,,,,,,,,
366,Knonau,1968,874,,,,,,,,,,,,,,,,,
367,Knonau,1969,893,,,,,,,,,,,,,,,,,
368,Knonau,1970,932,,,,,,,,,,,,,,,,,
369,Knonau,1971,861,,,,,,,,,,,,,,,,,
370,Knonau,1972,923,,,,,,,,,,,,,,,,,
371,Knonau,1973,914,,,,,,,,,,,,,,,,,
372,Knonau,1974,886,,,,,,,,,,,,,,,,,
373,Knonau,1975,898,,,,,,,,,,,,,,,,,
374,Knonau,1976,900,,,,,,,,,,,,,,,,,
375,Knonau,1977,917,,,,,,,,,,,,,,,,,
376,Knonau,1978,942,,,,,,,,,,,,,,,,,
377,Knonau,1979,922,,,,,,,,,,,,,,,,,
378,Knonau,1980,927,,,,,,,,,,,,,,,,,
379,Knonau,1981,927,,,,,,,,,,,,,,,,,
380,Knonau,1982,906,,,,,,,,,,,,,,,,,
381,Knonau,1983,892,,,,,,,,,,,,,,,,,
382,Knonau,1984,904,,,,,,,,,,,,,,,,,
383,Knonau,1985,915,,,,,,,961.0,787.7049180327868,,,,,,,,,
384,Knonau,1986,924,,,,,,,,,,,,,,,,,
385,Knonau,1987,995,,,,,,,,,,,,,,,,,
386,Knonau,1988,994,,,,,,,,,,,,,,,,,
387,Knonau,1989,996,,,,,,,,,,,,,,,,,
388,Knonau,1990,1011,3.0,2.967359050445104,135.0,,,,902.0,705.2384675527757,,16.1,0.2,0.10282776349614396,25.1,109.0,0.057763645998940114,,
389,Knonau,1991,1093,1.0,0.9149130832570906,138.0,0.7,0.030913266207383855,41.2,,,,12.9,0.2,0.10025062656641605,34.6,107.0,0.056613756613756616,,
390,Knonau,1992,1094,2.0,1.8281535648994516,137.0,2.7,0.11904761904761905,,,,,20.1,0.2,0.10204081632653061,30.2,108.0,0.05856832971800434,,
391,Knonau,1993,1145,2.0,1.7467248908296944,215.0,12.9,0.5829718004338394,,,,,10.5,0.2,0.10101010101010101,30.2,104.0,0.05621621621621622,,
392,Knonau,1994,1177,3.0,2.548853016142736,207.0,9.2,0.4144144144144144,,,,,12.2,0.2,0.09775171065493646,30.6,96.0,0.050473186119873815,,
393,Knonau,1995,1223,3.0,2.4529844644317254,206.0,11.6,0.5082369435681738,36.2,,,,12.7,0.3,0.14077897700610043,29.7,116.0,0.059763008758371976,,
394,Knonau,1996,1228,3.0,2.4429967426710095,186.0,14.9,0.639704619611884,,762.0,564.4444444444445,,10.6,0.2,0.08960573476702509,27.8,115.0,0.05912596401028278,,
395,Knonau,1997,1241,3.0,2.4174053182917006,186.0,19.8,0.8483290488431877,,,,,12.2,0.2,0.087527352297593,29.3,111.0,0.055639097744360905,,
396,Knonau,1998,1325,2.0,1.5094339622641508,189.0,14.4,0.6015037593984963,,,,,8.9,0.2,0.08576329331046313,28.2,112.0,0.05714285714285714,,
397,Knonau,1999,1322,2.0,1.5128593040847202,180.0,8.5,0.36139455782312924,39.6,,,,10.6,0.3,0.1253656498119515,27.9,113.0,0.05707070707070707,,
398,Knonau,2000,1439,2.0,1.389854065323141,202.0,4.4,0.1851851851851852,,780.0,565.2173913043478,,13.6,0.3,0.12180267965895249,31.8,116.0,0.056695992179863146,,
399,Knonau,2001,1479,0.0,0.0,209.0,6.8,0.27696318018898664,,,,,13.2,0.3,0.12028869286287089,27.1,123.0,0.05771938057250117,59.0,0.04836065573770492
400,Knonau,2002,1497,3.0,2.004008016032064,210.0,10.2,0.39887376818395115,,,,,8.1,0.4,0.16200891049007696,31.8,126.0,0.056451612903225805,47.0,0.03674745895230649
401,Knonau,2003,1483,3.0,2.0229265003371544,213.0,17.5,0.6533751493428912,35.1,,,,4.7,0.3,0.11976047904191617,28.7,132.0,0.05776805251641138,45.0,0.03333333333333333
402,Knonau,2004,1469,2.0,1.3614703880190604,214.0,19.0,0.6929248723559446,,,,,10.1,0.3,0.11538461538461538,22.9,134.0,0.057461406518010294,40.0,0.028985507246376812
403,Knonau,2005,1509,2.0,1.3253810470510272,226.0,17.0,0.6074899942824471,,644.0,475.9793052475979,,7.5,0.3,0.11307953260459856,18.4,123.0,0.05139991642290013,54.0,0.03991130820399113
404,Knonau,2006,1577,2.0,1.2682308180088777,210.0,20.0,0.6964758322886196,,,,,12.6,0.3,0.11115227862171174,27.2,126.0,0.05115712545676005,49.0,0.03450704225352113
405,Knonau,2007,1701,4.0,2.3515579071134627,223.0,18.0,0.6090133982947624,36.2,682.0,480.2816901408451,,6.3,0.4,0.1466813348001467,20.9,121.0,0.04851643945469126,59.0,0.03861256544502618
406,Knonau,2008,1753,5.0,2.852253280091272,222.0,20.0,0.6682705159048382,,732.0,479.0575916230366,,11.8,0.4,0.14357501794687724,18.2,119.0,0.048197650870797894,53.0,0.03339634530560807
407,Knonau,2009,1739,3.0,1.7251293847038527,232.0,22.0,0.742540839746186,,763.0,480.7813484562067,,10.8,0.4,0.14144271570014147,24.0,109.0,0.043512974051896205,57.0,0.03341148886283705
408,Knonau,2010,1802,3.0,1.664816870144284,233.0,27.0,0.8982035928143713,,743.0,435.52168815943725,3.3,15.0,0.4,0.13689253935660506,27.6,113.0,0.04346153846153846,55.0,0.0328750747160789
409,Knonau,2011,1894,4.0,2.1119324181626187,259.0,22.0,0.7051282051282052,32.1,771.0,460.84877465630603,3.4,9.4,0.4,0.13404825737265416,28.3,116.0,0.04372408594044478,68.0,0.04009433962264151
