,Place,Year,Population,Divorces,Divorces p1k,Ø Taxable assets of natural persons [CHF 1k],Unemployed persons,Unemployed persons p1k,% SVP voters,Number of cattle,Number of cattle p1k,Bezügerquote,Birthrate,Church tax (millions),Church tax (millions) p1k,Number of kindergardeners p1k,Number of primary schoolers,Number of primary schoolers p1k,Number of secondary educationers,Number of secondary educationers p1k
5576,Adliswil,1967,13723,,,,,,,,,,,,,,,,,
5577,Adliswil,1968,14738,,,,,,,,,,,,,,,,,
5578,Adliswil,1969,15362,,,,,,,,,,,,,,,,,
5579,Adliswil,1970,15920,,,,,,,,,,,,,,,,,
5580,Adliswil,1971,15901,,,,,,,,,,,,,,,,,
5581,Adliswil,1972,16065,,,,,,,,,,,,,,,,,
5582,Adliswil,1973,15786,,,,,,,,,,,,,,,,,
5583,Adliswil,1974,15964,,,,,,,,,,,,,,,,,
5584,Adliswil,1975,15986,,,,,,,,,,,,,,,,,
5585,Adliswil,1976,16092,,,,,,,,,,,,,,,,,
5586,Adliswil,1977,16023,,,,,,,,,,,,,,,,,
5587,Adliswil,1978,16036,,,,,,,,,,,,,,,,,
5588,Adliswil,1979,16132,,,,,,,,,,,,,,,,,
5589,Adliswil,1980,16279,,,,,,,,,,,,,,,,,
5590,Adliswil,1981,16246,,,,,,,,,,,,,,,,,
5591,Adliswil,1982,16134,,,,,,,,,,,,,,,,,
5592,Adliswil,1983,16088,,,,,,,,,,,,,,,,,
5593,Adliswil,1984,16049,,,,,,,,,,,,,,,,,
5594,Adliswil,1985,15947,,,,,,,105.0,77.31958762886599,,,,,,,,,
5595,Adliswil,1986,15756,,,,,,,,,,,,,,,,,
5596,Adliswil,1987,15651,,,,,,,,,,,,,,,,,
5597,Adliswil,1988,15521,,,,,,,,,,,,,,,,,
5598,Adliswil,1989,15502,,,,,,,,,,,,,,,,,
5599,Adliswil,1990,15542,35.0,2.251962424398404,140.0,,,,43.0,30.95752339812815,,10.3,2.8,0.17237133710908645,19.4,851.0,1.4375,,
5600,Adliswil,1991,15581,39.0,2.5030485848148385,143.0,39.3,5.316558441558441,17.4,,,,11.1,2.8,0.17192680830160872,17.3,887.0,1.488255033557047,,
5601,Adliswil,1992,15607,40.0,2.5629525213045428,150.0,160.0,21.965952773201536,,,,,10.1,3.3,0.19957665557907467,18.4,894.0,1.5,,
5602,Adliswil,1993,15651,28.0,1.7890230656188104,205.0,314.2,43.784838350055736,,,,,10.7,3.5,0.20985729703801415,17.1,935.0,1.530278232405892,,
5603,Adliswil,1994,15553,32.0,2.0574808718575195,217.0,316.3,44.52421171171172,,,,,9.7,3.5,0.206465313827277,19.4,904.0,1.4991708126036485,,
5604,Adliswil,1995,15745,47.0,2.985074626865672,218.0,285.9,39.974832214765094,22.5,,,,10.5,3.3,0.1939807194921232,19.4,896.0,1.415481832543444,,
5605,Adliswil,1996,15513,42.0,2.707406691162251,212.0,312.2,43.65212527964206,,27.0,18.9873417721519,,9.9,3.6,0.21175224986765487,20.0,909.0,1.3856707317073171,,
5606,Adliswil,1997,15369,38.0,2.4725095972412,212.0,391.4,53.382433169667216,,,,,10.6,3.4,0.20060180541624872,20.4,872.0,1.3172205438066464,,
5607,Adliswil,1998,15202,50.0,3.289040915668991,223.0,343.4,47.4571586511885,,,,,9.5,3.2,0.18850141376060323,17.5,895.0,1.3919129082426127,,
5608,Adliswil,1999,15389,40.0,2.5992592111248296,242.0,248.7,32.74091627172196,31.3,,,,11.5,3.5,0.20410543503615583,16.6,902.0,1.4227129337539433,,
5609,Adliswil,2000,15458,20.0,1.2938284383490748,258.0,165.3,20.9984756097561,,0.0,0.0,,11.4,4.4,0.2525107604017217,16.5,865.0,1.3226299694189603,,
5610,Adliswil,2001,15774,34.0,2.1554456700900215,269.0,149.4,18.80664652567976,,,,,10.2,5.3,0.2976023358975799,19.2,989.0,1.4962178517397882,403.0,0.24204204204204205
5611,Adliswil,2002,15896,46.0,2.893809763462506,266.0,240.8,31.207879730430275,,,,,9.8,4.4,0.24451236454570716,19.6,968.0,1.455639097744361,404.0,0.23406720741599074
5612,Adliswil,2003,15902,36.0,2.2638661803546722,245.0,391.1,51.40641430073607,33.3,,,,9.2,3.9,0.2144860584062036,18.4,966.0,1.4526315789473685,395.0,0.2329009433962264
5613,Adliswil,2004,15716,48.0,3.0542122677526087,251.0,438.0,55.81039755351682,,,,,9.0,3.3,0.17961138627333587,17.2,953.0,1.4287856071964018,416.0,0.17119341563786009
5614,Adliswil,2005,15623,58.0,3.7124751968251934,254.0,403.0,50.80685829551185,,9.0,5.747126436781609,,11.1,3.2,0.17434891576768008,18.0,901.0,1.3211143695014662,389.0,0.1594262295081967
5615,Adliswil,2006,15594,51.0,3.270488649480569,265.0,382.0,47.86967418546365,,,,,9.2,2.8,0.15276338043537563,17.8,899.0,1.304789550072569,417.0,0.3283464566929134
5616,Adliswil,2007,15783,38.0,2.4076538047266043,284.0,249.0,31.20300751879699,36.2,11.0,6.736068585425597,,10.1,3.1,0.16836845535520312,18.8,906.0,1.3035971223021583,381.0,0.29765625
5617,Adliswil,2008,15918,49.0,3.0782761653474053,288.0,233.0,29.110444777611193,,9.0,5.405405405405405,,10.3,4.2,0.2208085799905368,17.5,928.0,1.3410404624277457,398.0,0.3241042345276873
5618,Adliswil,2009,16051,41.0,2.5543579839262347,277.0,359.0,43.86608015640274,,10.0,5.793742757821553,,10.1,4.3,0.22208449540336742,18.0,904.0,1.2822695035460994,375.0,0.294811320754717
5619,Adliswil,2010,16488,45.0,2.7292576419213974,279.0,355.0,42.93662312530237,,13.0,7.665094339622642,8.0,10.7,4.4,0.22395276632564767,20.4,912.0,1.2596685082872927,410.0,0.330378726833199
5620,Adliswil,2011,17472,39.0,2.232142857142857,298.0,280.0,33.57314148681055,32.1,15.0,6.172839506172839,7.5,11.0,4.7,0.23407540216146225,21.0,933.0,1.332857142857143,425.0,0.34893267651888343
5621,Adliswil,2012,17997,50.0,2.7782408179140967,281.0,313.0,37.69267822736031,,16.0,6.557377049180328,7.7,12.2,4.3,0.21114657500613798,20.5,963.0,1.3544303797468353,422.0,0.20337349397590362
5622,Adliswil,2013,18216,31.0,1.701800614844093,282.0,345.0,40.78014184397163,,21.0,16.53543307086614,8.2,11.7,4.7,0.22687777563236144,21.7,1009.0,1.4151472650771388,416.0,0.33386837881219905
5623,Adliswil,2014,18381,46.0,2.5025841901963983,292.0,345.0,39.709944751381215,,29.0,22.65625,9.0,15.0,5.4,11.688311688311689,22.2,1051.0,1.4992867332382311,405.0,0.3159126365054602
5624,Adliswil,2015,18551,38.0,2.048407093957199,302.0,377.0,44.88095238095238,33.4,29.0,23.615635179153095,8.4,12.1,5.7,10.555555555555555,22.5,1096.0,1.5502121640735502,425.0,0.32667179093005383
5625,Adliswil,2016,18651,31.0,1.6621092702804139,310.0,394.7,46.261134552273795,,27.0,21.22641509433962,,10.8,6.4,11.743119266055047,22.3,1148.0,1.6055944055944056,418.0,0.3245341614906832
5626,Adliswil,2017,18731,37.0,1.975335006139555,310.0,378.4,44.22627395979429,,18.0,14.504431909750203,,12.2,7.6,14.339622641509434,24.1,1173.0,1.6451612903225807,414.0,0.32547169811320753
5627,Adliswil,2018,18681,37.0,1.980622022375676,419.0,278.1,33.05991440798859,,14.0,11.494252873563218,,12.3,5.6,10.87378640776699,24.3,1181.0,1.6200274348422496,420.0,0.340632603406326
5628,Adliswil,2019,18869,37.0,1.960888229370926,345.0,216.8,25.553983969825556,28.5,14.0,6.746987951807228,,12.5,7.8,14.942528735632184,25.7,1203.0,1.5912698412698412,438.0,0.35931091058244463
5629,Adliswil,2020,19004,31.0,1.6312355293622396,354.0,356.3,41.52680652680653,,16.0,12.841091492776886,,10.6,3.1,5.565529622980251,22.8,1234.0,1.6151832460732984,451.0,0.36370967741935484
5630,Adliswil,2021,18998,40.0,2.1054847878724074,363.0,371.4,43.40813464235624,,13.0,10.14040561622465,,9.8,5.4,9.199318568994888,,,,,
5631,Hirzel (bis 2017),1962,1199,,,,,,,,,,,,,,,,,
5632,Hirzel (bis 2017),1963,1176,,,,,,,,,,,,,,,,,
5633,Hirzel (bis 2017),1964,1194,,,,,,,,,,,,,,,,,
5634,Hirzel (bis 2017),1965,1192,,,,,,,,,,,,,,,,,
5635,Hirzel (bis 2017),1966,1201,,,,,,,,,,,,,,,,,
5636,Hirzel (bis 2017),1967,1203,,,,,,,,,,,,,,,,,
5637,Hirzel (bis 2017),1968,1224,,,,,,,,,,,,,,,,,
5638,Hirzel (bis 2017),1969,1237,,,,,,,,,,,,,,,,,
5639,Hirzel (bis 2017),1970,1189,,,,,,,,,,,,,,,,,
5640,Hirzel (bis 2017),1971,1181,,,,,,,,,,,,,,,,,
5641,Hirzel (bis 2017),1972,1173,,,,,,,,,,,,,,,,,
5642,Hirzel (bis 2017),1973,1211,,,,,,,,,,,,,,,,,
5643,Hirzel (bis 2017),1974,1266,,,,,,,,,,,,,,,,,
5644,Hirzel (bis 2017),1975,1310,,,,,,,,,,,,,,,,,
5645,Hirzel (bis 2017),1976,1307,,,,,,,,,,,,,,,,,
5646,Hirzel (bis 2017),1977,1324,,,,,,,,,,,,,,,,,
5647,Hirzel (bis 2017),1978,1324,,,,,,,,,,,,,,,,,
5648,Hirzel (bis 2017),1979,1366,,,,,,,,,,,,,,,,,
5649,Hirzel (bis 2017),1980,1386,,,,,,,,,,,,,,,,,
5650,Hirzel (bis 2017),1981,1437,,,,,,,,,,,,,,,,,
5651,Hirzel (bis 2017),1982,1493,,,,,,,,,,,,,,,,,
5652,Hirzel (bis 2017),1983,1529,,,,,,,,,,,,,,,,,
5653,Hirzel (bis 2017),1984,1531,,,,,,,,,,,,,,,,,
5654,Hirzel (bis 2017),1985,1593,,,,,,,1867.0,1435.0499615680246,,,,,,,,,
5655,Hirzel (bis 2017),1986,1617,,,,,,,,,,,,,,,,,
5656,Hirzel (bis 2017),1987,1630,,,,,,,,,,,,,,,,,
5657,Hirzel (bis 2017),1988,1650,,,,,,,,,,,,,,,,,
5658,Hirzel (bis 2017),1989,1744,,,,,,,,,,,,,,,,,
5659,Hirzel (bis 2017),1990,1786,1.0,0.5599104143337066,181.0,,,,1850.0,1436.335403726708,,15.5,0.4,0.6722689075630253,29.8,158.0,0.20599739243807041,,
5660,Hirzel (bis 2017),1991,1797,3.0,1.669449081803005,201.0,5.3,0.6058527663465935,29.5,,,,15.1,0.4,0.6600660066006601,32.5,175.0,0.22321428571428573,,
5661,Hirzel (bis 2017),1992,1811,10.0,5.521811154058531,179.0,8.8,0.9700176366843034,,,,,13.4,0.4,0.6535947712418301,33.4,165.0,0.20780856423173805,,
5662,Hirzel (bis 2017),1993,1795,7.0,3.8997214484679663,356.0,9.8,1.0689354275741711,,,,,12.3,0.4,0.6420545746388443,29.3,182.0,0.2171837708830549,,
5663,Hirzel (bis 2017),1994,1833,0.0,0.0,405.0,14.5,1.5754019991308128,,,,,15.6,0.4,0.6514657980456027,31.8,172.0,0.2054958183990442,,
5664,Hirzel (bis 2017),1995,1843,1.0,0.5425935973955507,395.0,11.8,1.2542517006802723,35.3,,,,12.5,0.4,0.6504065040650406,32.2,164.0,0.18937644341801385,,
5665,Hirzel (bis 2017),1996,1852,4.0,2.1598272138228944,387.0,14.7,1.5428211586901763,,1871.0,1470.9119496855344,,15.2,0.4,0.6359300476947536,28.2,173.0,0.1913716814159292,,
5666,Hirzel (bis 2017),1997,1950,2.0,1.0256410256410255,373.0,12.3,1.2231503579952268,,,,,13.5,0.3,0.4658385093167702,29.2,181.0,0.1967391304347826,,
5667,Hirzel (bis 2017),1998,1959,5.0,2.5523226135783563,415.0,10.0,0.9956192751891678,,,,,12.8,0.4,0.5899705014749262,28.2,174.0,0.18872017353579176,,
5668,Hirzel (bis 2017),1999,1936,4.0,2.066115702479339,457.0,11.7,1.125866050808314,40.8,,,,10.7,0.5,0.7102272727272727,23.0,168.0,0.1721311475409836,,
5669,Hirzel (bis 2017),2000,1923,2.0,1.0400416016640666,440.0,7.2,0.6637168141592921,,1689.0,1369.8296836982968,,12.9,0.5,0.6906077348066298,20.7,155.0,0.15979381443298968,,
5670,Hirzel (bis 2017),2001,1919,1.0,0.5211047420531526,447.0,6.6,0.5978260869565217,,,,,8.3,0.5,0.6811989100817438,31.2,150.0,0.15856236786469344,70.0,0.054730258014073496
5671,Hirzel (bis 2017),2002,1897,4.0,2.1085925144965736,459.0,10.8,0.9761388286334057,,,,,10.4,0.5,0.6640106241699867,30.2,156.0,0.162839248434238,63.0,0.05
5672,Hirzel (bis 2017),2003,1933,3.0,1.5519917227108122,464.0,18.3,1.5625,40.2,,,,8.4,0.4,0.5256241787122209,25.8,153.0,0.15269461077844312,70.0,0.057283142389525366
5673,Hirzel (bis 2017),2004,1929,6.0,3.1104199066874028,440.0,19.0,1.632302405498282,,,,,14.0,0.5,0.6289308176100629,23.3,165.0,0.16417910447761194,70.0,0.05847953216374269
5674,Hirzel (bis 2017),2005,1905,5.0,2.6246719160104988,433.0,20.0,1.7618040873854828,,1663.0,1364.2329778506971,,10.4,0.5,0.6180469715698392,22.3,159.0,0.15680473372781065,76.0,0.063919259882254
5675,Hirzel (bis 2017),2006,1889,3.0,1.5881418740074114,438.0,20.0,1.7397355601948503,,,,,11.0,0.5,0.6119951040391677,19.9,152.0,0.15004935834155972,75.0,0.0636672325976231
5676,Hirzel (bis 2017),2007,1909,4.0,2.095337873232059,467.0,7.0,0.582168995342648,39.6,1665.0,1342.741935483871,,9.5,0.5,0.5995203836930455,18.5,149.0,0.14579256360078277,80.0,0.0686106346483705
5677,Hirzel (bis 2017),2008,2034,4.0,1.9665683382497543,488.0,6.0,0.4975124378109453,,1718.0,1343.236903831118,,8.9,0.7,0.85995085995086,16.8,145.0,0.14215686274509803,76.0,0.06597222222222222
5678,Hirzel (bis 2017),2009,2100,1.0,0.47619047619047616,488.0,19.0,1.561472715318869,,1702.0,1350.7936507936508,,9.8,0.6,0.7100591715976331,22.1,132.0,0.12840466926070038,78.0,0.06649616368286446
5679,Hirzel (bis 2017),2010,2106,1.0,0.47483380816714155,405.0,24.0,1.9743336623889436,,1732.0,1417.3486088379705,3.5,11.0,0.3,0.3198294243070362,26.2,131.0,0.1239356669820246,73.0,0.061241610738255035
5680,Hirzel (bis 2017),2011,2102,1.0,0.4757373929590866,392.0,19.0,1.5492498369210697,35.4,1683.0,1406.015037593985,3.5,11.4,0.5,0.5040322580645161,29.0,132.0,0.12382739212007504,77.0,0.06514382402707276
5681,Hirzel (bis 2017),2012,2134,4.0,1.8744142455482662,415.0,18.0,1.4705882352941178,,1703.0,1432.2960470984021,3.8,10.9,0.5,0.4878048780487805,29.5,144.0,0.133086876155268,70.0,0.056588520614389654
5682,Hirzel (bis 2017),2013,2145,4.0,1.8648018648018647,413.0,22.0,1.7833981841763942,,1656.0,1405.7724957555179,4.6,8.9,0.5,0.47709923664122134,25.3,157.0,0.013472925426928687,59.0,0.04738955823293173
5683,Hirzel (bis 2017),2014,2131,7.0,3.2848427968090097,409.0,23.0,1.813308104698833,,1699.0,1457.1183533447684,3.7,11.7,0.5,0.46860356138706655,23.3,169.0,0.013866097801115852,58.0,0.046141607000795545
5684,Hirzel (bis 2017),2015,2145,2.0,0.9324009324009324,421.0,20.0,1.563477173233271,33.6,1664.0,1444.4444444444443,3.9,11.3,0.5,0.4821600771456124,23.0,177.0,0.013821646103389037,61.0,0.049836601307189546
5685,Hirzel (bis 2017),2016,2168,4.0,1.8450184501845017,420.0,25.4,1.9562538508934069,,1601.0,1364.8763853367434,,12.1,0.5,0.47393364928909953,22.8,176.0,0.012786051580094443,57.0,0.04702970297029703
5686,Hirzel (bis 2017),2017,2158,4.0,1.8535681186283597,436.0,22.8,0.16304814210932808,,,,,10.6,0.5,0.4757373929590866,24.4,166.0,0.0112572901125729,61.0,0.04864433811802233
5687,Horgen (bis 2017),1962,14518,,,,,,,,,,,,,,,,,
5688,Horgen (bis 2017),1963,14805,,,,,,,,,,,,,,,,,
5689,Horgen (bis 2017),1964,15020,,,,,,,,,,,,,,,,,
5690,Horgen (bis 2017),1965,15153,,,,,,,,,,,,,,,,,
5691,Horgen (bis 2017),1966,15150,,,,,,,,,,,,,,,,,
5692,Horgen (bis 2017),1967,15432,,,,,,,,,,,,,,,,,
5693,Horgen (bis 2017),1968,15247,,,,,,,,,,,,,,,,,
5694,Horgen (bis 2017),1969,15550,,,,,,,,,,,,,,,,,
5695,Horgen (bis 2017),1970,15691,,,,,,,,,,,,,,,,,
5696,Horgen (bis 2017),1971,16198,,,,,,,,,,,,,,,,,
5697,Horgen (bis 2017),1972,16875,,,,,,,,,,,,,,,,,
5698,Horgen (bis 2017),1973,17176,,,,,,,,,,,,,,,,,
5699,Horgen (bis 2017),1974,17241,,,,,,,,,,,,,,,,,
5700,Horgen (bis 2017),1975,17086,,,,,,,,,,,,,,,,,
5701,Horgen (bis 2017),1976,17065,,,,,,,,,,,,,,,,,
5702,Horgen (bis 2017),1977,17192,,,,,,,,,,,,,,,,,
5703,Horgen (bis 2017),1978,17116,,,,,,,,,,,,,,,,,
5704,Horgen (bis 2017),1979,16993,,,,,,,,,,,,,,,,,
5705,Horgen (bis 2017),1980,16690,,,,,,,,,,,,,,,,,
5706,Horgen (bis 2017),1981,16578,,,,,,,,,,,,,,,,,
5707,Horgen (bis 2017),1982,16571,,,,,,,,,,,,,,,,,
5708,Horgen (bis 2017),1983,16504,,,,,,,,,,,,,,,,,
5709,Horgen (bis 2017),1984,16471,,,,,,,,,,,,,,,,,
5710,Horgen (bis 2017),1985,16551,,,,,,,982.0,823.8255033557047,,,,,,,,,
5711,Horgen (bis 2017),1986,16372,,,,,,,,,,,,,,,,,
5712,Horgen (bis 2017),1987,16376,,,,,,,,,,,,,,,,,
5713,Horgen (bis 2017),1988,16264,,,,,,,,,,,,,,,,,
5714,Horgen (bis 2017),1989,16242,,,,,,,,,,,,,,,,,
5715,Horgen (bis 2017),1990,16336,38.0,2.3261508325171403,151.0,,,,991.0,838.4094754653131,,10.5,4.4,4.1006523765144465,19.1,1031.0,0.06606856776674143,,
5716,Horgen (bis 2017),1991,16207,38.0,2.3446658851113713,162.0,66.6,0.45536593370528383,13.7,,,,10.3,3.9,3.491495076096687,19.3,1026.0,0.06384964839131246,,
5717,Horgen (bis 2017),1992,16230,43.0,2.649414664202095,174.0,168.3,1.0951897548024363,,,,,11.2,4.5,3.882657463330457,19.8,1024.0,0.06265296133137543,,
5718,Horgen (bis 2017),1993,16503,34.0,2.060231473065503,222.0,316.1,1.9136699358275822,,,,,12.2,4.0,3.205128205128205,20.1,1057.0,0.06449841347327313,,
5719,Horgen (bis 2017),1994,16510,41.0,2.483343428225318,228.0,377.8,2.135042271350423,,,,,11.0,3.5,2.6335590669676447,19.9,1033.0,0.06370251603354711,,
5720,Horgen (bis 2017),1995,16441,42.0,2.554589136913813,228.0,318.2,1.6992416960375947,21.8,,,,11.0,3.7,2.7570789865871834,20.5,991.0,0.060883455182158874,,
5721,Horgen (bis 2017),1996,16464,30.0,1.8221574344023324,226.0,304.0,1.5765345281805547,,895.0,723.5246564268392,,10.1,3.9,2.7177700348432055,18.7,989.0,0.06136758500868702,,
5722,Horgen (bis 2017),1997,16406,44.0,2.68194562964769,241.0,436.2,2.2240577581987275,,,,,12.0,4.0,2.717391304347826,21.4,976.0,0.06105724116359087,,
5723,Horgen (bis 2017),1998,16656,50.0,3.0019212295869355,247.0,394.4,2.005532503457814,,,,,13.1,4.2,2.73972602739726,22.2,957.0,0.06043574360593622,,
5724,Horgen (bis 2017),1999,16853,59.0,3.500860380941079,265.0,259.8,1.3351011346817956,31.4,,,,10.9,4.8,3.092783505154639,20.8,1006.0,0.06455753064236668,,
5725,Horgen (bis 2017),2000,17269,21.0,1.2160518848804216,281.0,152.2,0.7792181196371156,,657.0,527.710843373494,,12.2,4.7,2.9228855721393034,19.7,1029.0,0.06654164511122608,,
5726,Horgen (bis 2017),2001,17522,36.0,2.0545599817372446,277.0,145.8,0.7539091586001491,,,,,11.6,4.5,2.64861683343143,21.7,1098.0,0.0721656260269471,428.0,0.3396825396825397
5727,Horgen (bis 2017),2002,17620,33.0,1.872871736662883,276.0,256.7,1.338233760817433,,,,,11.1,4.9,2.7904328018223237,22.4,1087.0,0.07203923387898468,422.0,0.33124018838304553
5728,Horgen (bis 2017),2003,17712,39.0,2.2018970189701896,262.0,432.8,2.277654983685928,34.9,,,,10.0,3.4,1.8650575973669776,21.1,1102.0,0.07229073733928103,459.0,0.3541666666666667
5729,Horgen (bis 2017),2004,17827,41.0,2.2998822011555506,273.0,445.0,2.379730047701555,,,,,10.7,4.4,2.396514161220044,22.4,1116.0,0.07309884063666733,472.0,0.3522388059701492
5730,Horgen (bis 2017),2005,17812,69.0,3.873792948573995,284.0,312.0,1.6813243662700466,,643.0,511.53540175019884,,10.3,5.8,3.098290598290598,21.7,1147.0,0.07627344061710334,474.0,0.3537313432835821
5731,Horgen (bis 2017),2006,17957,53.0,2.9514952386256055,284.0,348.0,1.9060138021689121,,,,,10.9,5.8,3.0303030303030303,20.3,1185.0,0.07980335376119604,478.0,0.35993975903614456
5732,Horgen (bis 2017),2007,18162,41.0,2.2574606320889767,298.0,268.0,1.4801069211566924,35.6,651.0,531.8627450980392,,12.2,6.7,3.2429816069699906,20.2,1174.0,0.07905191569591273,490.0,0.3726235741444867
5733,Horgen (bis 2017),2008,18446,52.0,2.8190393581264233,298.0,238.0,1.3010583398932913,,673.0,555.2805280528053,,9.6,6.0,2.7247956403269753,19.7,1179.0,0.07810533289168599,467.0,0.3545937737281701
5734,Horgen (bis 2017),2009,18562,40.0,2.1549402004094387,330.0,429.0,2.3416519289971833,,643.0,512.7591706539075,,11.4,5.3,2.2334597555836493,20.2,1167.0,0.07662005121134528,473.0,0.35860500379075055
5735,Horgen (bis 2017),2010,18935,57.0,3.0102983892263,326.0,424.0,2.3496032273795273,,649.0,515.0793650793651,6.6,10.5,6.5,2.7117229870671675,20.9,1163.0,0.0763223520147001,492.0,0.3761467889908257
5736,Horgen (bis 2017),2011,19068,42.0,2.2026431718061676,334.0,311.0,1.7453476103890273,31.2,726.0,569.8587127158555,6.5,10.9,6.9,2.8583264291632147,20.9,1152.0,0.07454863133372161,533.0,0.41478599221789886
5737,Horgen (bis 2017),2012,19252,39.0,2.0257635570330352,348.0,332.0,1.862949745247234,,667.0,514.6604938271605,6.5,10.3,7.5,2.9285435376805937,22.4,1138.0,0.07309396878412229,524.0,0.39636913767019666
5738,Horgen (bis 2017),2013,19553,40.0,2.045721884109855,361.0,361.0,1.9929336424864745,,645.0,481.34328358208955,7.0,11.9,6.3,2.4100994644223412,21.0,1171.0,0.07448161811474367,510.0,0.38753799392097266
5739,Horgen (bis 2017),2014,20005,29.0,1.4496375906023495,380.0,379.0,2.0736217801413783,,671.0,500.74626865671644,7.4,13.2,6.5,7.027027027027027,21.6,1206.0,0.07578709231445988,495.0,0.371900826446281
5740,Horgen (bis 2017),2015,20164,46.0,2.281293394167824,409.0,387.0,2.116419477621735,31.5,630.0,474.3975903614458,7.0,11.2,8.0,8.556149732620321,22.5,1215.0,0.07708412637990103,492.0,0.37846153846153846
5741,Horgen (bis 2017),2016,20207,42.0,2.0784876527935867,423.0,395.0,2.130114972281542,,652.0,495.8174904942966,,12.0,10.0,10.16260162601626,22.0,1278.0,0.08181294411369311,478.0,0.36322188449848025
5742,Horgen (bis 2017),2017,20253,36.0,1.777514442304844,403.0,389.2,2.083199520414499,,,,,9.9,11.9,11.68958742632613,22.2,1299.0,0.08249190321966089,463.0,0.3439821693907875
5743,Hütten (bis 2018),1962,636,,,,,,,,,,,,,,,,,
5744,Hütten (bis 2018),1963,629,,,,,,,,,,,,,,,,,
5745,Hütten (bis 2018),1964,646,,,,,,,,,,,,,,,,,
5746,Hütten (bis 2018),1965,674,,,,,,,,,,,,,,,,,
5747,Hütten (bis 2018),1966,662,,,,,,,,,,,,,,,,,
5748,Hütten (bis 2018),1967,670,,,,,,,,,,,,,,,,,
5749,Hütten (bis 2018),1968,690,,,,,,,,,,,,,,,,,
5750,Hütten (bis 2018),1969,684,,,,,,,,,,,,,,,,,
5751,Hütten (bis 2018),1970,669,,,,,,,,,,,,,,,,,
5752,Hütten (bis 2018),1971,705,,,,,,,,,,,,,,,,,
5753,Hütten (bis 2018),1972,711,,,,,,,,,,,,,,,,,
5754,Hütten (bis 2018),1973,691,,,,,,,,,,,,,,,,,
5755,Hütten (bis 2018),1974,687,,,,,,,,,,,,,,,,,
5756,Hütten (bis 2018),1975,668,,,,,,,,,,,,,,,,,
5757,Hütten (bis 2018),1976,652,,,,,,,,,,,,,,,,,
5758,Hütten (bis 2018),1977,631,,,,,,,,,,,,,,,,,
5759,Hütten (bis 2018),1978,606,,,,,,,,,,,,,,,,,
5760,Hütten (bis 2018),1979,636,,,,,,,,,,,,,,,,,
5761,Hütten (bis 2018),1980,633,,,,,,,,,,,,,,,,,
5762,Hütten (bis 2018),1981,667,,,,,,,,,,,,,,,,,
5763,Hütten (bis 2018),1982,656,,,,,,,,,,,,,,,,,
5764,Hütten (bis 2018),1983,667,,,,,,,,,,,,,,,,,
5765,Hütten (bis 2018),1984,683,,,,,,,,,,,,,,,,,
5766,Hütten (bis 2018),1985,695,,,,,,,930.0,706.1503416856492,,,,,,,,,
5767,Hütten (bis 2018),1986,714,,,,,,,,,,,,,,,,,
5768,Hütten (bis 2018),1987,712,,,,,,,,,,,,,,,,,
5769,Hütten (bis 2018),1988,699,,,,,,,,,,,,,,,,,
5770,Hütten (bis 2018),1989,729,,,,,,,,,,,,,,,,,
5771,Hütten (bis 2018),1990,748,2.0,2.6737967914438503,117.0,,,,940.0,712.661106899166,,13.7,0.1,0.08136696501220506,32.9,81.0,0.0051004344814558275,,
5772,Hütten (bis 2018),1991,775,1.0,1.2903225806451613,120.0,0.2,0.0010600856549209177,39.3,,,,10.7,0.1,0.06476683937823834,30.7,89.0,0.005531729753247561,,
5773,Hütten (bis 2018),1992,786,2.0,2.544529262086514,116.0,0.8,0.004189446783552232,,,,,14.2,0.1,0.06093845216331505,24.5,79.0,0.004857055026129727,,
5774,Hütten (bis 2018),1993,786,1.0,1.272264631043257,199.0,4.3,0.022734001607241042,,,,,16.5,0.1,0.05405405405405406,26.7,86.0,0.00529426249692194,,
5775,Hütten (bis 2018),1994,810,1.0,1.2345679012345678,223.0,4.6,0.024539615474894902,,,,,14.0,0.2,0.09940357852882704,36.9,79.0,0.004850792091366818,,
5776,Hütten (bis 2018),1995,812,2.0,2.4630541871921183,241.0,2.3,0.012171630575136002,48.0,,,,14.8,0.2,0.08795074758135445,29.6,81.0,0.004898699727850015,,
5777,Hütten (bis 2018),1996,840,0.0,0.0,213.0,5.4,0.028335747119199048,,944.0,721.7125382262997,,12.3,0.2,0.07698229407236336,32.0,75.0,0.004496942079386017,,
5778,Hütten (bis 2018),1997,849,1.0,1.1778563015312131,220.0,5.9,0.030559181221124165,,,,,11.9,0.1,0.03487966515521451,29.8,74.0,0.0043652666352052855,,
5779,Hütten (bis 2018),1998,847,1.0,1.1806375442739079,211.0,3.8,0.01946920791064658,,,,,13.0,0.2,0.06884681583476765,21.2,77.0,0.004526216788149542,,
5780,Hütten (bis 2018),1999,850,1.0,1.176470588235294,219.0,1.0,0.00513009931872281,57.0,,,,10.6,0.2,0.06849315068493152,26.0,77.0,0.004529145344391507,,
5781,Hütten (bis 2018),2000,858,4.0,4.662004662004662,226.0,2.5,0.012792173236726842,,885.0,688.715953307393,,17.6,0.2,0.06872852233676977,29.4,75.0,0.004425039825358428,,
